Trace,2,3,4,8,16,OPT
cassandra_result,1.9036818866715997,3.7994886414347464,3.843589380122117,2.731620754647641,-1.636452410577873,8.742446435977802
drupal_result,5.252710194816417,5.9173559895188665,6.104185446919415,5.707172849943241,4.246633566714469,9.257399614197167
finagle-chirper_result,0.550994117555757,1.3366651663071007,1.3233171397972945,0.395474087755513,-2.9027301370500926,2.936876251377481
finagle-http_result,0.6251015068122431,1.320220156997197,1.2812415410989755,0.8553640710998767,-1.6688622214201951,3.286113868086261
kafka_result,2.2058273721991037,4.226215697515022,4.214251888038686,2.597143640487527,-5.676827596520524,10.522668926497346
mediawiki_result,1.6099668406115293,2.508964537814766,2.537279425915644,1.7918015126344216,0.3627845037926459,5.114155453159889
tomcat_result,4.853412847096201,6.360185575706445,6.23385285376595,6.675821211734812,4.844389081243318,12.974802114699912
verilator_result,51.12530004800768,51.4935189630341,51.516402624419904,51.52040326452232,51.52584413506161,51.55752920467275
wordpress_result,4.039275818051605,4.344780348080574,4.665073632429392,4.547152775615673,4.129954232697149,6.68451695258258
