,SRRIP,GHRP,Hawkeye,Thermometer,OPT
cassandra_result,3.6293317557407065,-2.4641197580445473,-0.9086360165438597,13.166947697070949,31.707005605839885
drupal_result,5.449502348896613,-0.4433581243640929,-0.27933944923711557,22.756114694954267,33.58663149365787
finagle-chirper_result,1.1518888236445546,0.1526717557251914,-2.352710902329207,6.653944020356233,22.361225288706205
finagle-http_result,0.936391799935462,-1.2743257613448775,-1.9044152359577204,7.176089662177292,23.555236943207696
kafka_result,3.10327147778687,-1.7468270173513345,-6.367553272827027,10.29881356084662,27.02499707662833
mediawiki_result,0.8494480279945622,-1.195318898357283,-2.2437611257386143,10.557522183792125,24.005198215820712
tomcat_result,11.051190950948055,6.2334590146104505,3.6680201573432916,22.023982162926448,45.76324185186528
verilator_result,3.2269924643714516,3.013213664645996,2.872522901165114,50.589818969977564,50.6448203116545
wordpress_result,3.7288458268136053,-0.9816242255190114,-0.4007568068228065,15.974870077573767,27.97949904864377
